Year,Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,Value,women,men,>18,18-25,26-35,36-45,46-55,56+,Women under 18,Women 18-25,Women 26-35,Women 36-45,Women 46-55,Women 56+,Men under 18,Men 18-25,Men 26-35,Men 36-45,Men 46-55,Men 56+,ref_name_uz,ref_name_en,ref_name_ru,ref_code,ref_region_id
2012,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,155600,,77500,,,,,,,,,,,,,,,,,,,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2013,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,158100,,78900,51057,23206,26121,20367.0,18196.0,19102.0,24784,11342,13388,10507.0,9296.0,9815.0,26273,11864,12733,9860.0,8900.0,9287.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2014,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,160500,80200,80300,50926,23275,26995,20550.0,18616.0,20205.0,24713,11272,13844,10512.0,9572.0,10342.0,26213,12003,13151,10038.0,9045.0,9863.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2015,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,163400,81600,81800,50974,23388,28144,20554.0,18952.0,21353.0,24744,11338,14304,10520.0,9690.0,10957.0,26230,12050,13840,10034.0,9262.0,10396.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2016,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,166500,83000,83500,51533,22872,29649,20640.0,19365.0,22463.0,24997,11073,14954,10621.0,9820.0,11573.0,26536,11799,14695,10020.0,9546.0,10890.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2017,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,169200,84300,84900,51782,22349,30832,21075.0,19624.0,23495.0,25121,10753,15461,10805.0,10038.0,12068.0,26661,11596,15371,10271.0,9586.0,11427.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2018,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,171500,85300,86200,52389,21363,31854,21527.0,19799.0,24584.0,25278,10368,15771,11096.0,10174.0,12606.0,27111,10995,16083,10432.0,9625.0,11978.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2019,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,174200,86500,87700,53178,20647,32560,21913.0,20034.0,25876.0,25455,10204,16029,11273.0,10226.0,13282.0,27723,10443,16531,10640.0,9809.0,12595.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2020,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,176900,87700,89200,54281,19813,32973,22646.0,20136.0,27066.0,25903,9807,16142,11718.0,10291.0,13863.0,28378,10006,16831,10928.0,9845.0,13204.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2021,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,179000,88800,90200,55208,19161,32872,23411.0,20013.0,28291.0,26404,9429,16157,11959.0,10259.0,14560.0,28804,9732,16715,11453.0,9754.0,13732.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2022,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,181700,90100,91600,56955,18233,32568,24031.0,20099.0,29833.0,27148,9104,15913,12325.0,10308.0,15314.0,29807,9129,16655,11706.0,9791.0,14519.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2023,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,184300,91300,93000,58428,17656,31874,24853.0,20290.0,31222.0,27923,8746,15494,12641.0,10456.0,16085.0,30505,8910,16380,12213.0,9834.0,15138.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2024,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,186500,92400,94100,59473,17198,31353,25493.0,20441.0,32527.0,28456,8507,15122,12960.0,10497.0,16823.0,31017,8691,16231,12533.0,9944.0,15704.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2025,1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,188400,93300,95100,60395,17166,30481,25946.0,20696.0,33715.0,28938,8375,14797,13090.0,10653.0,17426.0,31457,8791,15684,12856.0,10043.0,16290.0,Shofirkon tumani,Shofirkon District,Шофирканский район,45,3
2010,1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,1116800,,558800,,,,,,,,,,,,,,,,,,,,,,,
